arch,n_outputs,reps,norm,shots,epochs,batch_size,lr,baseline_MAE_mean,baseline_MAE_std,baseline_RMSE_mean,baseline_RMSE_std,baseline_R2_mean,baseline_R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,train_mse_final_mean,train_mse_final_std,test_mse_final_mean,test_mse_final_std
linear,2,2,True,1000,25,16,0.01,0.3355943688250839,0.10622608079751554,0.41415937263083513,0.16210929724286144,0.6778079040785279,0.1923391764385316,0.3052143049561574,0.11495032019420459,0.41285623657980147,0.198772700111745,0.6754730289210548,0.25489693018286935,0.13817083481699227,0.022300412898240515,0.20205874741077423,0.21173444379487394
