arch,n_outputs,reps,norm,shots,epochs,batch_size,lr,baseline_MAE_mean,baseline_MAE_std,baseline_RMSE_mean,baseline_RMSE_std,baseline_R2_mean,baseline_R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,train_mse_final_mean,train_mse_final_std,test_mse_final_mean,test_mse_final_std
linear,2,2,True,200,25,16,0.01,0.3355943688250839,0.10622608079751554,0.41415937263083513,0.16210929724286144,0.6778079040785279,0.1923391764385316,0.3061064532939654,0.11332609242124952,0.4133146289080001,0.1981101806622277,0.6747299295229713,0.2540551507488872,0.13854675889015197,0.022236959119074015,0.20222708731889724,0.21097639342266122
