arch,n_outputs,reps,norm,shots,readout,bitstrings,epochs,batch_size,lr,baseline_MAE_mean,baseline_MAE_std,baseline_RMSE_mean,baseline_RMSE_std,baseline_R2_mean,baseline_R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,train_mse_final_mean,train_mse_final_std,test_mse_final_mean,test_mse_final_std
linear,2,2,True,200,bitstring,,25,16,0.01,0.33559436882508387,0.10622608079751561,0.4141593726308351,0.16210929724286144,0.677807904078528,0.19233917643853154,0.3506385869128342,0.12202827320541276,0.4626104242248221,0.1763017243537882,0.59380160811714,0.24841773193775485,0.17441804446280001,0.02881147002548579,0.23887424319982528,0.1973373973276621
