arch,n_outputs,reps,norm,shots,epochs,batch_size,lr,baseline_MAE_mean,baseline_MAE_std,baseline_RMSE_mean,baseline_RMSE_std,baseline_R2_mean,baseline_R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,train_mse_final_mean,train_mse_final_std,test_mse_final_mean,test_mse_final_std
linear,2,2,True,200,25,16,0.01,0.3438247118420391,0.07702630282796222,0.46255903356515543,0.18028446732823145,0.5601599516846408,0.30578760131716226,0.3470974107954218,0.09682890918544061,0.4936710718919282,0.21514298666484327,0.4950025992928424,0.3835196557413114,0.13380886041559278,0.03866000504481033,0.2807403340935707,0.23174368432102227
