arch,n_outputs,reps,norm,shots,epochs,batch_size,lr,baseline_MAE_mean,baseline_MAE_std,baseline_RMSE_mean,baseline_RMSE_std,baseline_R2_mean,baseline_R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,train_mse_final_mean,train_mse_final_std,test_mse_final_mean,test_mse_final_std
linear,2,2,True,200,25,16,0.01,0.33559436882508387,0.10622608079751562,0.4141593726308351,0.16210929724286147,0.677807904078528,0.19233917643853154,0.3231208835013462,0.09903390831363981,0.44010064770681645,0.16952158051137167,0.6381588314855228,0.21518300609278654,0.16210982352495193,0.006265689632075667,0.21667862981557845,0.18074809532098002
